"","title","description","redirect_url","latitude","longitude","salary_max","salary_is_predicted","id","salary_min","adref","created","__CLASS__","contract_type","contract_time","__CLASS__","label","tag","__CLASS__","display_name","display_name","__CLASS__","area"
"718","Working an Unpaid Internship? Make Money Driving with Uber.","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866829198?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=E9BDAD0304DB62F08EC47F20B90EB824C06CE3D0",38.901566,-77.05078,NA,"0","1866829198",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2NjgyOTE5OCIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.TQIWDO8RzF2G0S9ftWMXp_nxyCiFHxJm75nayRpHd5w","2020-12-07T08:18:13Z","Adzuna::API::Response::Job","contract",NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Indian, Washington County","Adzuna::API::Response::Location","c(""US"", ""Maine"", ""Washington County"", ""Indian"")"
"719","Customer Service Skills - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866923196?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=84B8A91E5AEC139A85F4E7A6CB11DE386123D719",38.855719,-77.260113,NA,"0","1866923196",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY2OTIzMTk2In0.6hG93CvSayhet33V-NuO0tB4zH-EwE41p-x-WS7vbkE","2020-12-07T08:43:37Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Merrifield, Fairfax County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Fairfax County"", ""Merrifield"")"
"720","Extra Income for Retirement - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1869418241?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=98EB83729F65111B3CBFEC106B3AE2E572D64795",38.451302,-77.407966,NA,"0","1869418241",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2OTQxODI0MSIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.wdNoPyAuQXAFOft5jH5-xiNxLk0cpiIyYc0t2WI-tQE","2020-12-08T14:47:37Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Stafford, Stafford County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Stafford County"", ""Stafford"")"
"721","Flexible Campus Hours - Student Work","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866992276?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=E355AF3D9E34C9992A43FB8AC893D2F00F1168F3",38.755467,-76.982544,NA,"0","1866992276",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY2OTkyMjc2In0.HWO3uvASM7gKpJcr2sLXAXtucYpu_pfPf-HLYfdrN_8","2020-12-07T08:55:43Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","National Harbor, Prince George's County","Adzuna::API::Response::Location","c(""US"", ""Maryland"", ""Prince George's County"", ""National Harbor"")"
"722","Personal Transportation","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1869418870?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=E1364F0C8C40F3A16896556774D6C2A7499193BD",38.336311,-77.051537,NA,"0","1869418870",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY5NDE4ODcwIn0.VdA_3ZcipLS9Pe_emdjz27LV6Z1bxZiT806zrVT0otk","2020-12-08T14:47:41Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Dahlgren, King George County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""King George County"", ""Dahlgren"")"
"723","Extra Income for Retirement - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1867014378?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=C9559AFB38BFC948928BD6165BF2892971CA3F44",38.374285,-75.74243,NA,"0","1867014378",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY3MDE0Mzc4In0.rBdnV-3Gy9JP_hNOnaXlmpraqyTW8ACV3bW_f4SiPjA","2020-12-07T08:58:55Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Quantico, Wicomico County","Adzuna::API::Response::Location","c(""US"", ""Maryland"", ""Wicomico County"", ""Quantico"")"
"724","Driver - Supplement your Income","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866828034?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=F2C7CD9D71A1922CDE85508D357A86CE473DC90F",38.882043,-76.994086,NA,"0","1866828034",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY2ODI4MDM0In0.fS-jXz2xTtrtbGp1NQXIQDjEv5MxeHggIKVxLz9zEIk","2020-12-07T08:17:42Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Washington, Washington, D.C.","Adzuna::API::Response::Location","c(""US"", ""Washington, D.C."", ""Washington"")"
"725","Driver - Supplement your Income","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866836314?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=E4F26A42222542109C7DE029DD070434D9BD64BB",39.000417,-77.10506,NA,"0","1866836314",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY2ODM2MzE0In0.4jFXIUK8S6i4wCuBtrDgzL67HX2YOd1e512AjBN-bV4","2020-12-07T08:22:14Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Bethesda, Montgomery County","Adzuna::API::Response::Location","c(""US"", ""Maryland"", ""Montgomery County"", ""Bethesda"")"
"726","Drive & Earn when You Want","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1869425229?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=D65993B2C9744BF732AB87B4FD6B30F5572C4805",39.181797,-77.055717,NA,"0","1869425229",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY5NDI1MjI5In0.Kk5sTqS2dpQLCOh2vPlngWaiA5-fZkNRF436Fi9LMdA","2020-12-08T14:48:27Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Brookeville, Montgomery County","Adzuna::API::Response::Location","c(""US"", ""Maryland"", ""Montgomery County"", ""Brookeville"")"
"727","Retail Associate Alternative - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866875611?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=CF5A0AB276B662020985015087010AB4F6F9C2F6",38.989256,-78.359616,NA,"0","1866875611",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY2ODc1NjExIn0.QvKLENe0MkSyALALLYVSoIEB-k2EboygCxKw8j-qAIU","2020-12-07T08:36:22Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Fishers Hill, Shenandoah County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Shenandoah County"", ""Fishers Hill"")"
"728","Earn Extra Cash this Holiday Season Driving your Own Car. Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1869419306?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=2C4D4E27803570F4772BD651CA79018D8CC1877B",38.195631,-77.255117,NA,"0","1869419306",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY5NDE5MzA2In0.aGBWCy35fO-9NfqPZhfLcm0c56wXKVUWojVYk3bSU0o","2020-12-08T14:47:44Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Dogue, King George County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""King George County"", ""Dogue"")"
"729","Personal Drivers with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1868478131?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=45C24D66E7540491674B13461FBE5A122666FE55",38.924801,-107.544701,NA,"0","1868478131",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY4NDc4MTMxIn0.HTivSOqKiIecJK_4P77bpYJ8HVZ3oXMpKV17tCWgs5g","2020-12-08T01:35:41Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Bowie, Delta County","Adzuna::API::Response::Location","c(""US"", ""Colorado"", ""Delta County"", ""Bowie"")"
"730","Deliver with Uber Eats - Earn Cash for the Holidays","Deliver with Uber Eats - Earn Cash for the Holidays Coos Bay, OR 2854_442DC3BF13714F3408DA7CA35433E777844B Deliver with Uber. Earn on your schedule. Deliver with Uber Eats on your schedule. Deliver for a few hours in the mornings, every night, or just on weekends¡ªit's up to you. Earn Extra Money. You¡¯ll earn by bringing people the food they love from local restaurants. Choose your wheels. Use your car, scooter, or bike to make deliveries. Delivery requirements Car delivery: Be at least 19 years¡­","https://www.adzuna.com/land/ad/1870470517?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=8F329F19DFEAF5796EA68B09EBD4CC897C9F2318",43.362317,-124.235031,NA,"0","1870470517",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3MDQ3MDUxNyIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.UGju0XyVaE_LbZ3GYmc4-zsJTr6NhFkxA_2kaFbYKGs","2020-12-09T00:39:08Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber Eats","Coos Bay, Coos County","Adzuna::API::Response::Location","c(""US"", ""Oregon"", ""Coos County"", ""Coos Bay"")"
"731","Customer Service Skills - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866838449?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=833DAA98D616244CC5696681CCF2BC2936C24DAD",38.86344,-77.19402,NA,"0","1866838449",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY2ODM4NDQ5In0.7gWI3eW7j3497eHAZXyZopU0EF2vBppf6iuY4d7lrek","2020-12-07T08:23:21Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Mosby, Fairfax County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Fairfax County"", ""Mosby"")"
"732","Make extra cash this holiday season driving with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866852511?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=D0CCC4A4C13360243028EA7103B66EFA884B3103",39.088308,-77.574843,NA,"0","1866852511",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2Njg1MjUxMSIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.WIQbnuPOWXxoZdAOn26vWALNWSyO03ZDw98hi81lRR0","2020-12-07T08:27:48Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Loudoun County, Virginia","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Loudoun County"")"
"733","Driver - Supplement your Income","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866839925?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=D2016936ED6961AC97E8636143624AB97AA5306A",38.84967,-77.44734,NA,"0","1866839925",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2NjgzOTkyNSIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.k3LAfa1m12JqBo9lJLqHNfpZfxwlueFEl9hkVx1HnqE","2020-12-07T08:24:04Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Sully Station, Fairfax County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Fairfax County"", ""Sully Station"")"
"734","Earn on Your Schedule - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1869441820?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=DEB7569B0154FC18A44A48D10F0DCF9102828D52",44.34568,-92.118881,NA,"0","1869441820",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2OTQ0MTgyMCIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.qQiWcItANSHs2TqnBk_3LSIrZvn6LYirXIRCmB9BoTg","2020-12-08T14:50:20Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Dumfries, Wabasha County","Adzuna::API::Response::Location","c(""US"", ""Minnesota"", ""Wabasha County"", ""Dumfries"")"
"735","Earn Extra Cash this Holiday Season Driving your Own Car. Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1869414090?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=A5DDEB36667D43E0E4941E5412C3009FE9BBC824",39.089337,-78.203701,NA,"0","1869414090",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2OTQxNDA5MCIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.2IUSTo73IqcS35gZ90U4Pt7tO2-GMPwE0FQlEXNhvxc","2020-12-08T14:47:08Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Stephens City, Frederick County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Frederick County"", ""Stephens City"")"
"736","Need extra cash for the holidays? Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1859120148?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=3FDDC809736D5C634076B18F7DD33D7C0F851ABE",32.794997,-79.960578,NA,"0","1859120148",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODU5MTIwMTQ4In0.OdaVjLCgo2UV-70N295rMjUvyi9FiyQb0XukViPTvfA","2020-12-03T04:28:16Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Saint Andrews, Charleston County","Adzuna::API::Response::Location","c(""US"", ""South Carolina"", ""Charleston County"", ""Saint Andrews"")"
"737","Work in Customer Service? Earn Extra Cash","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1869420764?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=4B86BD2C56B92B367324435B794AF2E169754A47",38.662884,-78.454835,NA,"0","1869420764",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2OTQyMDc2NCIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.m-G89wAIvoOqGSPJOjMjLV_tW9D-fPYBFl0GnhaxJ9Y","2020-12-08T14:47:56Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Luray, Page County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Page County"", ""Luray"")"
"738","Customer Service Alternative - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866873541?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=3DBE284E412D32F34797A3903D1A95AEC2111EA9",38.746412,-77.237142,NA,"0","1866873541",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2Njg3MzU0MSIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.2VJjSXpVPCkbC36pzAb5H341WY47e4UaoZZF0tyHNac","2020-12-07T08:35:51Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","West Springfield, Fairfax County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Fairfax County"", ""West Springfield"")"
"739","Flexible Schedule - Deliver with Uber Eats","Flexible Schedule - Deliver with Uber Eats Merlin, OR 2854_442D87E397B53710043E15357FEB6BC346C5 Deliver with Uber. Earn on your schedule. Deliver with Uber Eats on your schedule. Deliver for a few hours in the mornings, every night, or just on weekends¡ªit's up to you. Earn Extra Money. You¡¯ll earn by bringing people the food they love from local restaurants. Choose your wheels. Use your car, scooter, or bike to make deliveries. Delivery requirements Car delivery: Be at least 19 years old Have a¡­","https://www.adzuna.com/land/ad/1870430148?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=6AA92516B259CF7D9B12653EBF4D0865CE1E373B",42.531698,-123.432569,NA,"0","1870430148",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3MDQzMDE0OCIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.7YII_xfnifdqILEAREgq-V8KL-P7wvPlUJsKFdW1maE","2020-12-09T00:29:29Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber Eats","Hugo, Josephine County","Adzuna::API::Response::Location","c(""US"", ""Oregon"", ""Josephine County"", ""Hugo"")"
"740","Call Center Alternative - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866939580?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=E528E8DD6E2D62D027EDB1FB1EF437B801978B1C",38.336311,-77.051537,NA,"0","1866939580",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY2OTM5NTgwIn0.XkiqDG3JhelCJIO4qN8vgcIxWIcLLtmsPBWIGTMN9_Y","2020-12-07T08:45:50Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Dahlgren, King George County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""King George County"", ""Dahlgren"")"
