"","title","created","redirect_url","longitude","id","latitude","salary_is_predicted","salary_max","__CLASS__","salary_min","adref","description","contract_time","contract_type","label","tag","__CLASS__","display_name","__CLASS__","__CLASS__","display_name","area"
"672","Architectural Coordinator","2020-12-11T06:21:13Z","https://www.adzuna.sg/land/ad/1874310591?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=875F33E65C67854EFC0C6844FF37FFCF2C31D5A7",NA,"1874310591",NA,"0",51600,"Adzuna::API::Response::Job",48000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3NDMxMDU5MSIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.dAjaYB0RtbPomcnWJhyIEQqKeP-HvFAkr4PcJTpmCCg","Coordinate, organize and prepare construction documents and drawings Coordinates with subcontractors on matters of building construction and to ensure the architectural workmanship standards Assist PM and Site Manager to organize and deploy resource/material for project, attend site matters and complains related to project sites Prepare and submit shop drawings, materials and necessary documents to consultant for approval Prepare and attend RTO inspection, attend site meeting, monitor and super¡­",NA,NA,"Trade & Construction Jobs","trade-construction-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"673","coffee shop/Drinks / Snacks / Beverages Stall Assistant","2020-11-26T21:49:27Z","https://www.adzuna.sg/land/ad/1846537217?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=8677C8FE16537BD88A93E13F838646262F7BFC87",NA,"1846537217",NA,"0",38400,"Adzuna::API::Response::Job",31200,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NjUzNzIxNyIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.IzH7POZE3L2CTdkmf1J2I_0svtp9vizdOucRWZW9bxM","Required to Prepare Beverages like Coffee / Tea / Drinks / Dessert / Snacks and perfoming cashier job. - Prepare to stand in for other job vancany and seconding to other outlets within the organisation. - To ensure cleanliness of the stall and shop including restroom tidness and cleanliness. - Report of daily sales and closing. - From time to time, might be required to learn new skill there is within the organisation and perform other job(s) vacancy. Required to Prepare Beverages like Coffee / ¡­",NA,NA,"Unknown","unknown","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"674","5114 - Software Engineer ( 5 days // Pasir Panjang // Microsoft .NET Framework, C#, MVC, Windows Service )","2020-11-25T05:47:25Z","https://www.adzuna.sg/land/ad/1842665417?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=2FFA45D245A722FC95E7C4B102B56E7D8B1B8681",NA,"1842665417",NA,"0",60000,"Adzuna::API::Response::Job",36000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0MjY2NTQxNyIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.l8ze6ZwnI1Y6CLAxG0oaWkt6R9eVXN5fxEID1TY_dfo","Software Engineer 5 Day 9:30 am - 6:30pm Location : Pasir Panjang Job Responsibilities: -Creating multi-tiered Web applications and Mobile App applications -Familiar with Agile Software Development/Scrum practices -Analyze, design, program, test, troubleshoot, document and maintain IT systems or applications -Perform and manage stages of the SDLC and involvement in systems review with Project Manager -Provide maintenance support to customers (internal and/or external) - Opportunity to involve i¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"675","Head of Technology, Commodity trading","2020-11-12T21:41:24Z","https://www.adzuna.sg/land/ad/1818987403?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=5B8B0D632908DF92CB2A40D6457AA0125E1012E4",NA,"1818987403",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODE4OTg3NDAzIn0.ivzOpQljbOnftQS7MvpgzQMOwtgYlm72O9RP-xl8eDw","Job Description : Description My client is a growing boutique metals and mineral resources trading company. With the expansion plan in Asia, they are looking for a strong IT manager to drive the latest initiatives and lead the team to the next level. Responsibility Reporting to the CIO, the manager is responsible to lead a team of IT executives to ensure smooth day-to-day operations. As the firm undergo exciting transformation for their application and infrastructure, managing strategic IT proj¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","Kerry Consulting Pte Ltd","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"676","Technician / Driver","2020-11-21T05:33:24Z","https://www.adzuna.sg/land/ad/1835784851?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=D8D117F942CB1F9C92AC7DA36B270E850DD6C810",NA,"1835784851",NA,"0",22800,"Adzuna::API::Response::Job",19200,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODM1Nzg0ODUxIn0.18Q011PGfujQkMuSAcimEjEAT5r4CGFbpEDL-WPHET8","Enthusiastic, honest, hardworking, responsible and easy-going. Able to read/write English and Mandarin . Familiar with Singapore routes. Physically strong and healthy. Minimum 10 years of working experience . Possess Class 3 license and forklift license. Have experience with electical and mechanical works. Familiar with dismantling air conditioners 7 Days Leave With An Additional Day Each Year Up to 14 Days Attractive Bonus Enthusiastic, honest, hardworking, responsible and easy-going. Able to ¡­",NA,NA,"Other/General Jobs","other-general-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"677","ASSISTANT MAINTENANCE SUPERVISOR","2020-11-17T05:55:36Z","https://www.adzuna.sg/land/ad/1827020251?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=ED8D91AC970641F18695444DFA0CE600E2E4646A",NA,"1827020251",NA,"0",133332,"Adzuna::API::Response::Job",132000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODI3MDIwMjUxIn0.vhnM2riruE28coOwffDkxjGCNhCiQjnOWugPlbz9p00","1) Engine Room Equipment and Systems and Utilities Operation and Maintenance 1 Prepare Engine Room and Utility Systems for start-up. 2 Start and Monitor Engine Room and Utility Systems 3 Prepare and Shutdown Engine Room and Utility Systems 4 Isolate and reinstate Engine Room and Utility Systems for Maintenance 2) Manage And Supervise Effectively 1 Establish effective relationships with colleagues and subcontractors. 2 Implement scope of work clearly (briefings, toolbox talks, presentations.) 3 ¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"678","Junior Fixed Income Broker","2020-12-01T22:16:56Z","https://www.adzuna.sg/land/ad/1855628129?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=3CED95CC634798FB47B86467DE5225C88F6A5D58",NA,"1855628129",NA,"0",60000,"Adzuna::API::Response::Job",36000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg1NTYyODEyOSIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.nbkWRiWOMfbVDu0RakrJRVlgeBMrmpECpGXMWTMzUhQ","Job Description 1-3 years experience: Knowledgeable in the financial credit markets, focused mainly on Fixed Income Securities Existing relationships preferably with Asian credit dealers in the region would be highly favorable, especially in Korea In the case of non-existing relationships, the aptitude to obtain and on-board new ones in a timely manner to compliment the needs of the desk The ability to be able to resolve issues swiftly and decisively when the need arises The capacity to be a te¡­",NA,NA,"Accounting & Finance Jobs","accounting-finance-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"679","Technical Consultant (Microsoft Dynamics CRM)","2020-11-25T21:36:52Z","https://www.adzuna.sg/land/ad/1844553295?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=4D690844DA83B33255F0270233EE804A6F7A334D",NA,"1844553295",NA,"0",90000,"Adzuna::API::Response::Job",60000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODQ0NTUzMjk1In0.Cte2p1rIpvNR3uAgLvVA8_caqNfJdkYlyhDG_Gxdlzg","Responsibilities: Work on a full life-cycle implementations of Dynamics CRM solutions Participate in Functional and technical requirement gathering sessions Develop documentation including design specifications, technical charts, use cases and user guides Understanding of the functional areas of Microsoft Dynamics CRM as well as testing them Perform technical trouble shooting and provide technical support to in-house users Design and testing of new enhancements / integrations / reports for Micr¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"680","Immigration Manager","2020-12-03T06:05:18Z","https://www.adzuna.sg/land/ad/1858085036?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=CBA4AF8BF294E87FA73D807094560E00088BFF07",NA,"1858085036",NA,"0",84000,"Adzuna::API::Response::Job",66000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODU4MDg1MDM2In0.a_gK_36CwSTa_98U9kO0McxlvyVJLwBdDWXjXeBTeTQ","Location: Singapore The position advertised is that of Immigration Manager. Singapore is a key destination for our Global Clients and compliance with the Immigration regulations is a key point to a successful relocation and assignment. The successful candidate will be responsible for the delivery of a full range of high quality Immigration services to clients based in Singapore, in the APAC region and globally. Key Responsibilities: <U+2022> Subject matter expert and key point of contact and escalatio¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"681","Mid-level Finance Associate","2020-11-24T05:45:13Z","https://www.adzuna.sg/land/ad/1840731879?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=790CDB158409E126CB1600F838C84516F536AEA4",NA,"1840731879",NA,"0",192000,"Adzuna::API::Response::Job",96000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODQwNzMxODc5In0.J2xaCQa8gyPB2sHOwTV2auMvlNJspZwl7PM4hDvDy3Q","The Firm Mayer Brown is a leading global law firm with offices in 26 key business centres across the Americas, Asia, Europe and the Middle East. With approximately 200 lawyers in each of the world's three largest financial centres ¡ª New York, London and Hong Kong ¡ª we are uniquely positioned to advise leading companies and financial institutions on their most complex legal needs. We have deep experience in high-stakes litigation and complex transactions across industry sectors, including our si¡­",NA,NA,"Unknown","unknown","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"682","Prime Derivatives Services Core Specialist","2020-12-11T06:21:04Z","https://www.adzuna.sg/land/ad/1874308688?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=EC072A876A41B3E2AD5D8B34E5FC7A72E535D1AD",NA,"1874308688",NA,"0",108000,"Adzuna::API::Response::Job",72000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3NDMwODY4OCIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.nrE7fz9pk11zjFP1NrFWm9QUmo_KTEZ_mCuep3ZLVVc","Prime Derivatives Services Core Specialist Singapore As a Barclays Prime Derivatives Services (PDS) Core Specialist, you will join a team that sits within Investment Bank Operations. The main product focus is cleared derivatives encompassing futures, over the counter & foreign exchange prime brokerage. The PDS Core team is responsible for managing day to day operations processing including stakeholder escalations, margin requirements, vendor surveillance, regulatory reporting, new business revi¡­",NA,NA,"Accounting & Finance Jobs","accounting-finance-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"683","Safety Coordinator (ID)","2020-12-11T06:21:06Z","https://www.adzuna.sg/land/ad/1874309137?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=A5CDC12C1F812A6BE384E4E637AC1D839A595C72",NA,"1874309137",NA,"0",42000,"Adzuna::API::Response::Job",27600,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3NDMwOTEzNyIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.JhIw4omQOzsbpBDXBJO1KKJVRidUAkKs-QM5ALindG4","Responbsilities: Assist Project Manager /Production Manager to identify any unsafe condition in the worksite or unsafe work practicein the worksite. Assist the Site Supervisor to implement reasonably practicablemeasures to remedy the unsafe condition or unsafe work practice. Ensure risk assessment control measures are implemented for all activities. Oversee daily operation at site. Responsible for upkeep of documentation on project/safety matters. Requirements: Minimum WSQ Advanced Certificate ¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"684","Compliance Manager","2020-11-09T21:36:49Z","https://www.adzuna.sg/land/ad/1812529000?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=658EFCBF62984F9476B36F47886CFFC093B93E46",NA,"1812529000",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgxMjUyOTAwMCIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.ONrTA7Hlh2xfNmtib9uuUcsw6FKc7pEEO-EQQQRyyRU","Job Description : A Chinese fintech company is currently looking for a Compliance Manager to join its team. Working with Headquarters, this will be a sole contributor role providing end to end compliance support for the business. The successful candidate must have the following: Deep experience in sole contributor compliance roles, providing support across regulatory compliance, AML/CFT, KYC/CDD, Anti-Bribery, and Fraud Familiarity working with relevant regulators in Singapore Strong ability to¡­",NA,NA,"Accounting & Finance Jobs","accounting-finance-jobs","Adzuna::API::Response::Category","Ambition Group Singapore Pte Ltd","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"685","Operations Crew (Full Time/Part Time)","2020-11-07T05:54:02Z","https://www.adzuna.sg/land/ad/1806884419?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=5AAA84E1E94290F830EFAE1266A0F1A3C743DE5C",NA,"1806884419",NA,"0",18000,"Adzuna::API::Response::Job",15600,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODA2ODg0NDE5In0.XBMlcDJMpn-QLYSqqUzG4kE3Fs-NxEWICyNF6BKoEAY","Overall Job Purpose Provide service and/or assistance to guests to ensure that their visit to Singapore Flyer is pleasant & memorable. Job Duties / Responsibilities Meet and Greet guests and assist them in any way possible to make their visit a memorableone Perform static duties such as guiding guests to purchase tickets to the entry turnstile and to boarding for their flight Ensure guests adhere to the safety requirements; be firm but polite Checking tickets at entry point before admission Coo¡­",NA,NA,"Unknown","unknown","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"686","Senior Client Executive (Digital)","2020-12-11T06:20:57Z","https://www.adzuna.sg/land/ad/1874306841?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=C30652AF7B8862573D1916CA8896C3A4424110AD",NA,"1874306841",NA,"0",48000,"Adzuna::API::Response::Job",40800,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODc0MzA2ODQxIn0.ZC99tGGC86DCsukBV6h9kelk-dR-mv_wiwFc6cIDBY4","Edelman Singapore is seeking an exceptional, confident Digital Senior Client Executive whois responsible for managing day-to-day account management and performance of junior team members as it relates to client service, consulting and quality control on multiple, sizable pieces of business to join our team.If this sounds interesting to you, read on What you'll be doing: Supporting Manager(s) with research, strategy, planning and execution of digital marketing campaigns ¨C across social media, we¡­",NA,NA,"PR, Advertising & Marketing Jobs","pr-advertising-marketing-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"687","Senior Developer (Web API and Microservices)","2020-11-19T21:50:42Z","https://www.adzuna.sg/land/ad/1833919285?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=0377662C96C7751072A95E7885496A6FA8AC2CB3",NA,"1833919285",NA,"0",114000,"Adzuna::API::Response::Job",90000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgzMzkxOTI4NSIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.5smj5iJJ3I0IPU3vAF-tPXNw1BrmKaA7D6uYNhXz9C4","Key Responsibilities: Serve as technical development lead to implement Enterprise Web API, Microservices and Data Modelling for the Bank with full capability /accountability for architecture deliverables (process, information, technology etc.) from concept to implementation Communicate and influence key elements of one or more technology architectures to technical and business audiences Contributes in group strategic initiatives and decision making at a group level including product architectur¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"688","HR Recruitment Coordinator SGUnitedTraineeships ($2500 / Office hours) HJO","2020-08-05T20:37:07Z","https://www.adzuna.sg/land/ad/1630158479?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=2959078D7957B6DD32E53936F240EEFDB7F0BB91",NA,"1630158479",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTYzMDE1ODQ3OSIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.lSfhk8aJ1-WRq_ItnAfcjGvxkg91g20AxkjsrDOqzYU","Job Description : Recruit Express is looking for people oriented talents with strong business acumen. You must be able to multi-task and have a never-say-die attitude in order to stand out in this competitive industry. Why Join Us Recruit Express is the largest recruitment agency in Singapore with over 200 consultants across the island in Orchard, Raffles Place, Tampines and Jurong. We have a proven track record for matching the right people to the right organisation within the shortest time. S¡­",NA,NA,"Unknown","unknown","Adzuna::API::Response::Category","Recruit Express Pte. Ltd","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"689","Java Developer","2020-10-20T22:12:22Z","https://www.adzuna.sg/land/ad/1774238647?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=7953B5E444A806D1CEC4F73010B38DCF974341DE",NA,"1774238647",NA,"0",72000,"Adzuna::API::Response::Job",48000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc3NDIzODY0NyIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.TOYgc6K7nbpOjrJTR89pcVTni86DLBVQGor0r2l4dtg","Job Description : Java/Spring/Hibernate Developer The Short Version: Looking for a Java Developer with experience in Spring and Hibernate. The Company: A world leader in Digital Solutions for countries, businesses, and individuals. Ranked as one of Strait Time's Best Singaporean Employers of 2020, with a 3.9 rating on Glassdoor. The Responsibilities: Analyze, design, program, test, document and maintain IT systems or applications Provide maintenance support to customers (internal and/or externa¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","Volt Service Corporation Pte Ltd","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"690","Associate, Real Estate (Asia Strategic Investments Group)","2020-11-04T10:59:58Z","https://www.adzuna.sg/land/ad/1801706824?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=1C1E913FD711DAEE49C241AC91FFADCD28E01AA6",NA,"1801706824",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODAxNzA2ODI0In0.4lMgSWZ3PZE55JBkWuBZfCCGFbwftCktV7wd9tptyRE","GIC Real Estate The Real Estate (RE) arm of GIC invests in real estate and real estate-related assets outside of Singapore. We manage a well-diversified portfolio covering over 40 countries in property sectors such as office, retail, hospitality, residential, industrial, niche sectors and corporates. Asia Strategic Investments Group (ASIG) ASIG's key role is to execute GIC RE's strategy of building a global real estate portfolio to deliver superior long-term risk-adjusted returns. ASIG is a uni¡­","full_time",NA,"Accounting & Finance Jobs","accounting-finance-jobs","Adzuna::API::Response::Category","GIC Private Limited","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"691","Senior Auditor, Cyber Security, SGX-listed Organisation","2020-09-12T21:09:19Z","https://www.adzuna.sg/land/ad/1701105556?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=6D10DA75511E7CB049D0691E1C8950B21E79F65E",NA,"1701105556",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTcwMTEwNTU1NiIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.giFsCBhl9sm1fE4i7MLmfdidwWl7wWz61_nd7oVmjnk","Job Description : Description We are working with an SGX-listed Organisation to hire for their Internal Audit team based in Singapore. This organisation has multiple business lines and presence across the globe, and they have been gradually expanding their business operations. Due to evolving business needs and a focus on cyber security, they are looking to hire a Senior Auditor for their team. 30% regional travel is anticipated for this role. Responsibilities Reporting to the Audit Head, you w¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","Kerry Consulting Pte Ltd","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"692","AWS APJ Next Gen Internship Program","2020-09-17T21:20:20Z","https://www.adzuna.sg/land/ad/1710495550?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=56E312FF67576760B311A42DA8C5106EDE0B8070",NA,"1710495550",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxNzEwNDk1NTUwIn0.W34kGsS9edE3CaAhIJbmYVk0PcP5Om2o9p3fMsumwsA","Job Description : At Amazon, our mission is to be the earth's most customer-centric company. To achieve this, we need exceptionally talented, bright, and driven people. Amazon is continuously evolving, and is a place where motivated employees thrive, and where employee ownership and accountability lead to meaningful results. Amazon Web Services (AWS), an Amazon company, is the world's most comprehensive and broadly adopted cloud platform. Millions of customers - including the fastest growing st¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","Amazon","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"693","Accountant","2020-11-16T21:54:38Z","https://www.adzuna.sg/land/ad/1827015338?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=1B5FCE1DF9881BAB4A32FFD626FE04FBFF376956",NA,"1827015338",NA,"0",54000,"Adzuna::API::Response::Job",36000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgyNzAxNTMzOCIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.xKD6kcJr0D3CZ64a2HiqI98IBDeoMhWt6g4_mKSRERA","DescriptionFull-Time Position<U+FFFD><U+FFFD>Job scope:<U+2022> Handle Accounts Payable/Receivables/Inventory functions<U+2022> Assist in obtaining approvals from dept heads on invoices for purchases/billing requests before preparing payments/invoices<U+2022> Perform monthly Account Receivables/Payable closing reconciliations<U+2022> Process and verify payments/invoices/purchase orders/delivery orders and follow up on discrepancies with vendors, customers, and salespersons<U+2022> Preparation of balance sheets, inventory and expenses schedule¡­",NA,NA,"Accounting & Finance Jobs","accounting-finance-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"694","FORKLIFT MECHANIC","2020-12-11T06:15:44Z","https://www.adzuna.sg/land/ad/1874299460?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=36B709C22239E2046CABB0808D372D3535B49630",NA,"1874299460",NA,"0",36000,"Adzuna::API::Response::Job",21600,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODc0Mjk5NDYwIn0.v1cb6hEhkwkqnIA7I_kyUFkhaH6ZSV4xTHaoppcZBzE","Union Heng Forklifts Services was established in 22 May 1998 by Mr Chong Teck Heng. Our principal activity is manufacturing, trading and repairing of lifting and hoisting machinery. Union Heng Forklifts Services is committed to the supply, hire and maintenance of quality forklift equipment, and providing a safe work place dedicated to serve the interests of the customer, their company and fellow employees. Union Heng Forklifts Services also operates a workshop facility to repair, refurbish and ¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"695","Apparel Printing Assistant (Silkscreen & Heat Transfer)","2020-11-21T05:33:43Z","https://www.adzuna.sg/land/ad/1835786460?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=62D3ABFC17AD82D85BA0259DA311FF74178FD575",NA,"1835786460",NA,"0",21600,"Adzuna::API::Response::Job",18000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODM1Nzg2NDYwIn0.teT2JimaBf1PqzO5kM8DQQopsogldhDb3bo4aKcXUF4","Your key areas of responsibilities include: ¡¤ Daily operation tasks (from mold preparation to apparel printing and delivery dispatch etc) ¡¤ Provide quality output and timely delivery ¡¤ Inventory management ¡¤ Minor administrative duties Requirements: ¡¤ Min 1 year of relevant experience in the apparel printing industry ¡¤ Independent and good team player ¡¤ Comfortable working in a fast pace environment ¡¤ Able to communicate in English ¡¤ Proficiency in Microsoft Excel and Word ¡¤ Basic proficiency w¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"696","Senior/Executive (Internal Audit)","2020-10-24T22:19:50Z","https://www.adzuna.sg/land/ad/1782178719?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=9CD50A663672501B1C31EAD81D2227628A95F736",NA,"1782178719",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc4MjE3ODcxOSIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.cVterBeaepfvPhLDQEMvzMMJuHm4Ha246ol5lVOONok","Job Description : Our client is a well established Shipping Brand. Currently they are looking for an enthusiastic and experienced candidate to join them as "" Senior/Executive (Internal Audit)"". In this role, your responsibilities will include: Execution of J-SOX/IA projects Preparation of J-SOX documentation and submission Perform Internal audit of company's business processes/controls etc periodically Audit report Liaising with regional counterparts Other interesting aspects of the role will b¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","GMP Technologies","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
